,id,breed,breedStr,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,desc
628929,,,,,,,,,,,,,,,,,,
929703,,,,,,,,,,,,,,,,,,
1076482,,,,,,,,,,,,,,,,,,
1356465,,,,,,,,,,,,,,,,,,
1599155,,,,,,,,,,,,,,,,,,
1636392,,,,,,,,,,,,,,,,,,
1737334,,,,,,,,,,,,,,,,,,
1743731,,,,,,,,,,,,,,,,,,
1745769,,,,,,,,,,,,,,,,,,
1857642,,,,,,,,,,,,,,,,,,
1876758,,,,,,,,,,,,,,,,,,
1877250,,,,,,,,,,,,,,,,,,
1880099,,,,,,,,,,,,,,,,,,
1884078,,,,,,,,,,,,,,,,,,
1884365,,,,,,,,,,,,,,,,,,
1900612,,,,,,,,,,,,,,,,,,
1904938,,,,,,,,,,,,,,,,,,
1910327,,,,,,,,,,,,,,,,,,
1910708,,,,,,,,,,,,,,,,,,
1916803,,,,,,,,,,,,,,,,,,
1917223,,,,,,,,,,,,,,,,,,
1919320,,,,,,,,,,,,,,,,,,
1920857,,,,,,,,,,,,,,,,,,
1921812,,,,,,,,,,,,,,,,,,
1923548,,,,,,,,,,,,,,,,,,
1926642,,,,,,,,,,,,,,,,,,
1928268,,,,,,,,,,,,,,,,,,
1928536,,,,,,,,,,,,,,,,,,
1929714,,,,,,,,,,,,,,,,,,
1930444,,,,,,,,,,,,,,,,,,
1931732,,,,,,,,,,,,,,,,,,
1932793,,,,,,,,,,,,,,,,,,
1933953,,,,,,,,,,,,,,,,,,
1934659,,,,,,,,,,,,,,,,,,
1938595,,,,,,,,,,,,,,,,,,
1939296,,,,,,,,,,,,,,,,,,
1940410,,,,,,,,,,,,,,,,,,
1940831,,,,,,,,,,,,,,,,,,
1942560,,,,,,,,,,,,,,,,,,
1942591,,,,,,,,,,,,,,,,,,
1942593,,,,,,,,,,,,,,,,,,
1942595,,,,,,,,,,,,,,,,,,
1945623,,,,,,,,,,,,,,,,,,
1946828,,,,,,,,,,,,,,,,,,
1949233,,,,,,,,,,,,,,,,,,
1949248,,,,,,,,,,,,,,,,,,
1950382,,,,,,,,,,,,,,,,,,
1951238,,,,,,,,,,,,,,,,,,
1952013,,,,,,,,,,,,,,,,,,
1952669,,,,,,,,,,,,,,,,,,
1954372,,,,,,,,,,,,,,,,,,
1954419,,,,,,,,,,,,,,,,,,
1956194,,,,,,,,,,,,,,,,,,
1956435,,,,,,,,,,,,,,,,,,
1957251,,,,,,,,,,,,,,,,,,
1957601,,,,,,,,,,,,,,,,,,
1957959,,,,,,,,,,,,,,,,,,
1959570,,,,,,,,,,,,,,,,,,
1960798,,,,,,,,,,,,,,,,,,
1961126,,,,,,,,,,,,,,,,,,
1961137,,,,,,,,,,,,,,,,,,
1961532,,,,,,,,,,,,,,,,,,
1961633,,,,,,,,,,,,,,,,,,
1962390,,,,,,,,,,,,,,,,,,
1963132,,,,,,,,,,,,,,,,,,
1963227,,,,,,,,,,,,,,,,,,
1963533,,,,,,,,,,,,,,,,,,
1963554,,,,,,,,,,,,,,,,,,
1963651,,,,,,,,,,,,,,,,,,
1963668,,,,,,,,,,,,,,,,,,
1963675,,,,,,,,,,,,,,,,,,
1963682,,,,,,,,,,,,,,,,,,
1963699,,,,,,,,,,,,,,,,,,
1963746,,,,,,,,,,,,,,,,,,
1964170,,,,,,,,,,,,,,,,,,
1964171,,,,,,,,,,,,,,,,,,
1964990,,,,,,,,,,,,,,,,,,
1965274,,,,,,,,,,,,,,,,,,
1965735,,,,,,,,,,,,,,,,,,
1966585,,,,,,,,,,,,,,,,,,
1967005,,,,,,,,,,,,,,,,,,
1967911,,,,,,,,,,,,,,,,,,
1967999,,,,,,,,,,,,,,,,,,
1968304,,,,,,,,,,,,,,,,,,
1968542,,,,,,,,,,,,,,,,,,
1968549,,,,,,,,,,,,,,,,,,
1968627,,,,,,,,,,,,,,,,,,
1968703,,,,,,,,,,,,,,,,,,
1969291,,,,,,,,,,,,,,,,,,
1969297,,,,,,,,,,,,,,,,,,
1969302,,,,,,,,,,,,,,,,,,
1969305,,,,,,,,,,,,,,,,,,
1969575,,,,,,,,,,,,,,,,,,
1969772,,,,,,,,,,,,,,,,,,
1969775,,,,,,,,,,,,,,,,,,
1969942,,,,,,,,,,,,,,,,,,
1970199,,,,,,,,,,,,,,,,,,
1970296,,,,,,,,,,,,,,,,,,
1970659,,,,,,,,,,,,,,,,,,
1970674,,,,,,,,,,,,,,,,,,
1970952,,,,,,,,,,,,,,,,,,
1972172,,,,,,,,,,,,,,,,,,
1972293,,,,,,,,,,,,,,,,,,
1972636,,,,,,,,,,,,,,,,,,
1972707,,,,,,,,,,,,,,,,,,
1972714,,,,,,,,,,,,,,,,,,
1972718,,,,,,,,,,,,,,,,,,
1972720,,,,,,,,,,,,,,,,,,
1973342,,,,,,,,,,,,,,,,,,
1973478,,,,,,,,,,,,,,,,,,
1973570,,,,,,,,,,,,,,,,,,
1973752,,,,,,,,,,,,,,,,,,
1974183,,,,,,,,,,,,,,,,,,
1974386,,,,,,,,,,,,,,,,,,
1975114,,,,,,,,,,,,,,,,,,
1975345,,,,,,,,,,,,,,,,,,
1975659,,,,,,,,,,,,,,,,,,
1975842,,,,,,,,,,,,,,,,,,
1975890,,,,,,,,,,,,,,,,,,
1975924,,,,,,,,,,,,,,,,,,
1976184,,,,,,,,,,,,,,,,,,
1976438,,,,,,,,,,,,,,,,,,
1977195,,,,,,,,,,,,,,,,,,
1977287,,,,,,,,,,,,,,,,,,
1977292,,,,,,,,,,,,,,,,,,
1978003,,,,,,,,,,,,,,,,,,
1978159,,,,,,,,,,,,,,,,,,
1978164,,,,,,,,,,,,,,,,,,
1978740,,,,,,,,,,,,,,,,,,
1978940,,,,,,,,,,,,,,,,,,
1979074,,,,,,,,,,,,,,,,,,
1979122,,,,,,,,,,,,,,,,,,
1979170,,,,,,,,,,,,,,,,,,
1979191,,,,,,,,,,,,,,,,,,
1979354,,,,,,,,,,,,,,,,,,
1979626,,,,,,,,,,,,,,,,,,
1979908,,,,,,,,,,,,,,,,,,
1979942,,,,,,,,,,,,,,,,,,
1979979,,,,,,,,,,,,,,,,,,
1980091,,,,,,,,,,,,,,,,,,
1980206,,,,,,,,,,,,,,,,,,
1980399,,,,,,,,,,,,,,,,,,
1980513,,,,,,,,,,,,,,,,,,
1980551,,,,,,,,,,,,,,,,,,
1980616,,,,,,,,,,,,,,,,,,
1980645,,,,,,,,,,,,,,,,,,
1980724,,,,,,,,,,,,,,,,,,
1980865,,,,,,,,,,,,,,,,,,
1980916,,,,,,,,,,,,,,,,,,
1981237,,,,,,,,,,,,,,,,,,
1981413,,,,,,,,,,,,,,,,,,
1981625,,,,,,,,,,,,,,,,,,
1981727,,,,,,,,,,,,,,,,,,
1981986,,,,,,,,,,,,,,,,,,
1982223,,,,,,,,,,,,,,,,,,
1982225,,,,,,,,,,,,,,,,,,
1982344,,,,,,,,,,,,,,,,,,
1982843,,,,,,,,,,,,,,,,,,
1982928,,,,,,,,,,,,,,,,,,
1982966,,,,,,,,,,,,,,,,,,
1983143,,,,,,,,,,,,,,,,,,
1983285,,,,,,,,,,,,,,,,,,
1983286,,,,,,,,,,,,,,,,,,
1983310,,,,,,,,,,,,,,,,,,
1983312,,,,,,,,,,,,,,,,,,
1983313,,,,,,,,,,,,,,,,,,
1983327,,,,,,,,,,,,,,,,,,
1983332,,,,,,,,,,,,,,,,,,
1983374,,,,,,,,,,,,,,,,,,
1983402,,,,,,,,,,,,,,,,,,
1983404,,,,,,,,,,,,,,,,,,
1983451,,,,,,,,,,,,,,,,,,
1983457,,,,,,,,,,,,,,,,,,
1983503,,,,,,,,,,,,,,,,,,
1983512,,,,,,,,,,,,,,,,,,
1983621,,,,,,,,,,,,,,,,,,
1983627,,,,,,,,,,,,,,,,,,
1983668,,,,,,,,,,,,,,,,,,
1983705,,,,,,,,,,,,,,,,,,
1983706,,,,,,,,,,,,,,,,,,
1983769,,,,,,,,,,,,,,,,,,
1983809,,,,,,,,,,,,,,,,,,
1984002,,,,,,,,,,,,,,,,,,
1984025,,,,,,,,,,,,,,,,,,
1984049,,,,,,,,,,,,,,,,,,
1984087,,,,,,,,,,,,,,,,,,
1984135,,,,,,,,,,,,,,,,,,
1984353,,,,,,,,,,,,,,,,,,
1984552,,,,,,,,,,,,,,,,,,
1984581,,,,,,,,,,,,,,,,,,
1984615,,,,,,,,,,,,,,,,,,
1984630,,,,,,,,,,,,,,,,,,
1984655,,,,,,,,,,,,,,,,,,
1984683,,,,,,,,,,,,,,,,,,
1984775,,,,,,,,,,,,,,,,,,
1984899,,,,,,,,,,,,,,,,,,
1984984,,,,,,,,,,,,,,,,,,
1985112,,,,,,,,,,,,,,,,,,
1985134,,,,,,,,,,,,,,,,,,
1985351,,,,,,,,,,,,,,,,,,
1985482,,,,,,,,,,,,,,,,,,
1985517,,,,,,,,,,,,,,,,,,
1985863,,,,,,,,,,,,,,,,,,
1985864,,,,,,,,,,,,,,,,,,
1985865,,,,,,,,,,,,,,,,,,
1985871,,,,,,,,,,,,,,,,,,
1985873,,,,,,,,,,,,,,,,,,
1986139,,,,,,,,,,,,,,,,,,
1986227,,,,,,,,,,,,,,,,,,
1986373,,,,,,,,,,,,,,,,,,
1986512,,,,,,,,,,,,,,,,,,
1986960,,,,,,,,,,,,,,,,,,
1987088,,,,,,,,,,,,,,,,,,
1987121,,,,,,,,,,,,,,,,,,
1987260,,,,,,,,,,,,,,,,,,
1987290,,,,,,,,,,,,,,,,,,
1987299,,,,,,,,,,,,,,,,,,
1987339,,,,,,,,,,,,,,,,,,
1987438,,,,,,,,,,,,,,,,,,
1987584,,,,,,,,,,,,,,,,,,
1987585,,,,,,,,,,,,,,,,,,
1987753,,,,,,,,,,,,,,,,,,
1987766,,,,,,,,,,,,,,,,,,
1988003,,,,,,,,,,,,,,,,,,
1988128,,,,,,,,,,,,,,,,,,
1988156,,,,,,,,,,,,,,,,,,
1988212,,,,,,,,,,,,,,,,,,
1988322,,,,,,,,,,,,,,,,,,
1988357,,,,,,,,,,,,,,,,,,
1988789,,,,,,,,,,,,,,,,,,
1989182,,,,,,,,,,,,,,,,,,
1989257,,,,,,,,,,,,,,,,,,
1989303,,,,,,,,,,,,,,,,,,
1989314,,,,,,,,,,,,,,,,,,
1989316,,,,,,,,,,,,,,,,,,
1989476,,,,,,,,,,,,,,,,,,
