,id,breed,breedStr,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,desc
235180,,,,,,,,,,,,,,,,,,
242326,,,,,,,,,,,,,,,,,,
282329,,,,,,,,,,,,,,,,,,
384396,,,,,,,,,,,,,,,,,,
537544,,,,,,,,,,,,,,,,,,
810622,,,,,,,,,,,,,,,,,,
930653,,,,,,,,,,,,,,,,,,
930735,,,,,,,,,,,,,,,,,,
935907,,,,,,,,,,,,,,,,,,
936940,,,,,,,,,,,,,,,,,,
938538,,,,,,,,,,,,,,,,,,
938619,,,,,,,,,,,,,,,,,,
938621,,,,,,,,,,,,,,,,,,
942037,,,,,,,,,,,,,,,,,,
948614,,,,,,,,,,,,,,,,,,
1043194,,,,,,,,,,,,,,,,,,
1059371,,,,,,,,,,,,,,,,,,
1079309,,,,,,,,,,,,,,,,,,
1079320,,,,,,,,,,,,,,,,,,
1256618,,,,,,,,,,,,,,,,,,
1261126,,,,,,,,,,,,,,,,,,
1316240,,,,,,,,,,,,,,,,,,
1350578,,,,,,,,,,,,,,,,,,
1413833,,,,,,,,,,,,,,,,,,
1493775,,,,,,,,,,,,,,,,,,
1502154,,,,,,,,,,,,,,,,,,
1533485,,,,,,,,,,,,,,,,,,
1559046,,,,,,,,,,,,,,,,,,
1570116,,,,,,,,,,,,,,,,,,
1586751,,,,,,,,,,,,,,,,,,
1624730,,,,,,,,,,,,,,,,,,
1631348,,,,,,,,,,,,,,,,,,
1667277,,,,,,,,,,,,,,,,,,
1687317,,,,,,,,,,,,,,,,,,
1687636,,,,,,,,,,,,,,,,,,
1698470,,,,,,,,,,,,,,,,,,
1724502,,,,,,,,,,,,,,,,,,
1730164,,,,,,,,,,,,,,,,,,
1740412,,,,,,,,,,,,,,,,,,
1742251,,,,,,,,,,,,,,,,,,
1745593,,,,,,,,,,,,,,,,,,
1750858,,,,,,,,,,,,,,,,,,
1750859,,,,,,,,,,,,,,,,,,
1771826,,,,,,,,,,,,,,,,,,
1777700,,,,,,,,,,,,,,,,,,
1777886,,,,,,,,,,,,,,,,,,
1779478,,,,,,,,,,,,,,,,,,
1781895,,,,,,,,,,,,,,,,,,
1802252,,,,,,,,,,,,,,,,,,
1820580,,,,,,,,,,,,,,,,,,
1833409,,,,,,,,,,,,,,,,,,
1838245,,,,,,,,,,,,,,,,,,
1838881,,,,,,,,,,,,,,,,,,
1839041,,,,,,,,,,,,,,,,,,
1841882,,,,,,,,,,,,,,,,,,
1856970,,,,,,,,,,,,,,,,,,
1858395,,,,,,,,,,,,,,,,,,
1859055,,,,,,,,,,,,,,,,,,
1862677,,,,,,,,,,,,,,,,,,
1862762,,,,,,,,,,,,,,,,,,
1870581,,,,,,,,,,,,,,,,,,
1870601,,,,,,,,,,,,,,,,,,
1870602,,,,,,,,,,,,,,,,,,
1871141,,,,,,,,,,,,,,,,,,
1871426,,,,,,,,,,,,,,,,,,
1874254,,,,,,,,,,,,,,,,,,
