,id,breed,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills
1985787,1985787,,1800,Bay,Moscow Texas 75960,4.041095890410959,75960,15.2 hh,7,False,False,False,,,False,"['Dressage (Prospect)', 'English Pleasure (Started)', 'Eventing (Prospect)', 'Hunter (Prospect)', 'Ridden English (In Training/Has Training)']"
1925799,1925799,,3500,Bay,Bend Oregon 97739,8.378082191780821,97739,14.3 hh,6,False,False,False,,,True,"['Advanced Rider Recommended', 'Country English Pleasure (Prospect)', 'Dressage (Prospect)', 'Dressage (Prospect)', 'Drill Team (Prospect)', 'Trail Class Competition (Prospect)', 'Trail Class Competition (Prospect)', 'Trail Riding, Recreational (Finished/Proficient)', 'Trail Riding, Recreational (In Training/Has Training)']"
1966158,1966158,,9500,Chestnut,Beecher City Illinois 62414,1.6246575342465754,62414,13.0 hh,2,False,False,False,,,True,"['Dressage', 'English Pleasure', 'Eventing', 'Hunter', 'Jumping']"
1985844,1985844,,16000,Chestnut,Greeneville Tennessee 37745,7.712328767123288,37745,16.0 hh,3,False,False,False,,,True,"['Broodmare', 'Dressage', 'Natural Horsemanship Training']"
1913036,1913036,,24000,Black Bay,GROSSE ILE Michigan 48138,3.791780821917808,48138,16.0 hh,6,False,False,False,,,True,"['Broodmare (Prospect)', 'Champion Pedigree', 'Dressage (Prospect)', 'Halter (Started)', 'Show Experience (Started)']"
1985649,1985649,,5000,White,Raleigh North Carolina 27613,10.043835616438356,27613,12.1 hh,4,False,False,False,,,False,"['All Around', 'Champion', 'Dressage', 'Eventing', 'Foxhunter']"
1951374,1951374,,15000,Chestnut,Deerfield Wisconsin 53531,6.794520547945205,53531,14.3 hh,3,False,True,,,,True,"['Dressage', 'Driving', 'Eventing', 'Hunter', 'Rider Level: Amateur']"
1913032,1913032,,20000,Bay,GROSSE ILE Michigan 48138,3.7095890410958905,48138,17.3 hh,5,False,False,False,,,True,"['Dressage (Prospect)', 'Hunter (Prospect)']"
1985491,,,,,,,,,,,,,,,,
1958012,1958012,,12000,Grey,Saugerties New York 12477,3.7095890410958905,12477,16.2 hh,4,False,False,False,,,True,"['Baroque Horse', 'Double Registered', 'Dressage', 'Stallion, Breeding']"
1985486,,,,,,,,,,,,,,,,
1948782,1948782,,7500,Sorrel,Noble Oklahoma 73068,10.797260273972602,73068,15.3 hh,3,False,False,False,,,True,"['Dressage', 'Eventing', 'Hunter', 'Hunter Under Saddle', 'Pony Club']"
1936345,1936345,,20000,Black,marshall Virginia 20115,9.715068493150685,20115,16.3 hh,2,False,False,False,,,True,"['All Around', 'Dressage', 'Eventing', 'Hunter', 'Jumping']"
1985460,1985460,,20000,Chestnut,Auburn Washington 98092,3.0383561643835617,98092,16.2 hh,4,False,False,False,,,True,['Dressage (Prospect)']
1985457,1985457,,20000,Bay,Auburn Washington 98092,1.7917808219178082,98092,16.0 hh,4,False,False,False,,,True,['Dressage']
1978017,1978017,,3000,Chestnut,Murrieta California 92563,18.04931506849315,92563,16.0 hh,1,False,False,False,,,False,"['Dressage (In Training/Has Training)', 'Hunter (Shown/Competed/Performed)', 'Jumping (Awards Earned)', 'Show Experience (Awards Earned)']"
1985559,1985559,,30000,Grey,Alton Texas 78574,2.9534246575342467,78574,15.3 hh,5,False,False,False,,,True,"['Champion Pedigree', 'Dressage', 'Halter', 'Sporthorse', 'Stallion, Breeding']"
1932008,1932008,,27000,Grey,Santa Ynez California 93460,4.545205479452055,93460,16.0 hh,7,False,False,False,,,True,"['All Around', 'Double Registered', 'Dressage', 'Stallion, Breeding', 'Started Under Saddle']"
1985452,1985452,,2450,Bay,Spokane Washington 99217,8.043835616438356,99217,16.1 hh,5,False,False,False,,,True,"['Dressage (In Training/Has Training)', 'English Pleasure (In Training/Has Training)', 'Jumping (In Training/Has Training)', 'Ridden English (In Training/Has Training)', 'Ridden Western (In Training/Has Training)']"
1956034,1956034,,4500,Chestnut,Sheridan Oregon 97378,1.7095890410958905,97378,13.2 hh,3,False,False,False,,,True,"['Champion Pedigree', 'Dressage', 'Pony Breed', 'Stallion, Breeding']"
1985166,1985166,,7500,Bay,wadsworth Ohio 44281,6.956164383561644,44281,16.0 hh,4,False,False,False,,,True,"['Dressage', 'English Pleasure', 'Eventing', 'Horsemanship', 'Hunt Seat Equitation']"
1939507,1939507,,8000,Chestnut,penngrove California 94951,6.956164383561644,94951,15.3 hh,5,False,False,False,,,True,"['Dressage', 'English Pleasure', 'Eventing', 'Hunter Under Saddle']"
1985387,1985387,,750,Palomino,South Hamilton Massachusetts 01982,19.04931506849315,1982,14.2 hh,2,False,False,False,,,False,"['Dressage', 'Foxhunter', 'Kid-Friendly Family Horse', 'Therapeutic Riding', 'Trail Riding, Recreational']"
1985376,1985376,,6000,Sorrel,Adell Wisconsin 53001,3.791780821917808,53001,0 Inches,4,False,True,,,,True,"['All Around', 'Dressage', 'English Pleasure', 'Hunt Seat Equitation', 'Hunter']"
1966790,1966790,,3500,Black,Lock Haven Pennsylvania 17745,10.043835616438356,17745,15.0 hh,3,False,False,False,,,True,"['Dressage', 'Hunter Under Saddle', 'Sporthorse']"
1985324,1985324,,7000,Chestnut,Charlotte North Carolina 28203,8.128767123287671,28203,21 Inches,4,False,False,False,,,True,"['Dressage', 'Eventing', 'Hunter', 'Jumping', 'Show Experience']"
1985326,1985326,,0,Blue Roan,Holly Michigan 48348,4.041095890410959,48348,16.1 hh,3,False,False,False,,,True,"['Dressage', 'Hunter', 'Jumping', 'Showmanship at Halter', 'Western Dressage']"
1985284,1985284,,1800,Chestnut,WILDOMAR California 92595,13.046575342465754,92595,14.3 hh,3,False,False,False,,,False,"['Beginner-Safe Horse', 'Dressage', 'Mounted Patrol', 'Playday', 'Ranch Sorting']"
1825664,1825664,,35000,Bay,Eagle Creek Oregon 97022,7.712328767123288,97022,14.2 hh,2,False,False,False,,,True,"['Dressage (Shown/Competed/Performed)', 'Jumping (Started)']"
1975653,1975653,,2800,Black,Gillette Wyoming 82718,13.046575342465754,82718,16.0 hh,6,False,True,,,,True,"['All Around (In Training/Has Training)', 'Broodmare (Prospect)', 'Dressage (In Training/Has Training)', 'Jumping (Started)', 'Trail Riding, Recreational (Finished/Proficient)']"
1975519,1975519,,19000,Grey,Richfield Ohio 44286,10.882191780821918,44286,16.1 hh,4,False,True,False,,,True,['Dressage (In Training/Has Training)']
1985257,1985257,,28000,Chestnut,Moorpark California 93020,5.794520547945205,93020,16.0 hh,5,False,False,False,,,True,"['Dressage', 'Eventing', 'Hunter', 'Jumping']"
1985252,1985252,,23000,Bay,Lake View Terrace California 91342,15.046575342465754,91342,16.1 hh,5,False,False,False,,,False,"['Dressage', 'Eventing', 'Jumping', 'Show Experience', 'Trail Riding, Recreational']"
