,id,breed,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills
2001606,2001606,,4950,Bay,Clinton Corners New York 12514,1.6246575342465754,12514,17.0 hh,2,False,False,False,,,False,"['All Around', 'Dressage', 'Foxhunter', 'Trail Riding, Recreational', 'Yearling']"
2000813,2000813,,42000,Bay,MAGNOLIA Texas 77355,9.715068493150685,77355,17.2 hh,3,False,False,False,,,True,['Dressage']
1969302,1969302,,6500,Bay,Berthoud Colorado 80513,6.627397260273972,80513,15.2 hh,5,False,True,,,,True,"['Cowhorse (Started)', 'Dressage (In Training/Has Training)', 'Trail Class Competition (Prospect)', 'Trail Riding, Recreational (Started)', 'Working Equitation (Prospect)']"
1979775,1979775,,5500,White,Marysville Washington 98201,6.712328767123288,98201,15.0 hh,5,False,False,False,,,True,"['All Around (In Training/Has Training)', 'Breeders Trust (Prospect)', 'Champion Pedigree (In Training/Has Training)', 'Dressage (In Training/Has Training)', 'Working Equitation (Started)']"
1988426,1988426,,20000,Bay,Spotsylvania Virginia 22551,6.712328767123288,22551,15.0 hh,3,False,False,False,,,False,"['Broodmare (Prospect)', 'Dressage (In Training/Has Training)', 'Eventing (Prospect)', 'Hunter (Prospect)', 'Jumping (Started)']"
1950399,1950399,,7500,Chestnut,Round Rock Texas 78681,16.04931506849315,78681,16.2 hh,6,False,False,False,,,True,"['Dressage', 'English Pleasure', 'Jumping', 'Ridden English']"
2000190,2000190,,20000,Chestnut,Greenland New Hampshire 03840,5.041095890410959,3840,16.1 hh,2,False,True,,,,True,"['Broodmare', 'Dressage', 'Eventing', 'Foxhunter', 'Hunt Seat Equitation']"
1999918,1999918,,0,Bay,Ellensburg Washington 98926,9.043835616438356,98926,17.1 hh,4,False,False,False,,,True,"['Dressage', 'Hunter']"
1999760,1999760,,35000,Grey,Littleton Massachusetts 01720,9.63013698630137,1720,16.3 hh,5,False,False,False,,,False,['Dressage (In Training/Has Training)']
1950296,1950296,,2800,Bay,Beaverton Oregon 97007,17.04931506849315,97007,15.1 hh,4,False,True,,,,True,"['Dressage (In Training/Has Training)', 'Eventing (Started)', 'Natural Horsemanship Training (Finished/Proficient)', 'Ridden English (Finished/Proficient)']"
1999397,1999397,,18000,Chestnut,Citra Florida 32113,9.715068493150685,32113,16.0 hh,4,False,False,False,,,True,"['Dressage', 'Eventing', 'Jumping', 'Show Experience']"
