,id,breed,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills
2011939,2011939,,4400,Bay,Beecher Illinois 60401,8.043835616438356,60401,13.1 hh,5,False,False,False,,,False,"['Dressage', 'Halter', 'Hunter Under Saddle', 'Jumping']"
2011923,2011923,,15000,Chestnut,Ocala Florida 34475,5.041095890410959,34475,17.1 hh,5,False,True,,,,True,['Dressage']
2011924,2011924,,4500,Bay,Enumclaw Washington 98022,13.884931506849314,98022,14.2 hh,4,False,True,,,,True,"['Dressage (In Training/Has Training)', 'Eventing (In Training/Has Training)', 'Jumping (In Training/Has Training)', 'Sporthorse (In Training/Has Training)', 'Trail Riding, Recreational (Finished/Proficient)']"
2011927,2011927,,35000,Bay,Chesapeake City Maryland 21915,5.041095890410959,21915,16.3 hh,3,False,False,False,,,True,"['Dressage (In Training/Has Training)', 'Hunter (Prospect)']"
2011902,2011902,,45000,Bay,Clinton Corners New York 12514,17.04931506849315,12514,16.1 hh,5,False,False,False,,,True,['Dressage']
2011299,2011299,,3500,Black,Sultan Washington 98294,4.627397260273972,98294,14.0 hh,5,False,False,False,,,False,"['Dressage (Prospect)', 'Driving (Prospect)', 'Hunter (Prospect)', 'Pony Club (Prospect)', 'Sporthorse (Prospect)']"
2011892,2011892,,3500,Grey,Gig Harbor Washington 98335,13.046575342465754,98335,14.2 hh,5,False,False,False,,,True,"['Dressage', 'Endurance Riding', 'Jumping', 'Pony Club']"
2011895,2011895,,60000,Black,Sherwood Oregon 97140,11.043835616438356,97140,16.2 hh,5,False,False,False,,,True,['Dressage (Shown/Competed/Performed)']
1815165,1815165,,5000,Bay,Pullman Washington 99163,4.956164383561644,99163,15.0 hh,5,False,False,False,,,True,"['Baroque Horse', 'Dressage', 'Eventing', 'Pleasure Driving']"
2011882,2011882,,15000,Bay,Berlin Massachusetts 01503,8.043835616438356,1503,17.3 hh,2,False,False,False,,,False,"['Dressage', 'Eventing', 'Foxhunter', 'Husband-Safe Horse', 'Jumping']"
2011876,2011876,,12500,Bay,Poetry Texas 75160,2.8767123287671232,75160,16.0 hh,3,False,False,False,,,True,"['Dressage', 'Eventing', 'Hunter', 'Jumping']"
2011247,2011247,,5000,Bay,Aubrey Texas 76227,10.882191780821918,76227,15.1 hh,4,False,True,,,,True,"['Dressage (In Training/Has Training)', 'Endurance Riding (Shown/Competed/Performed)', 'Trail Riding, Competitive (Shown/Competed/Performed)', 'Trail Riding, Recreational (Finished/Proficient)', 'Youth (In Training/Has Training)']"
1996373,1996373,,5500,Bay,kennewick Washington 99338,4.794520547945205,99338,16.0 hh,3,False,False,False,,,True,"['Broodmare', 'Dressage', 'Eventing', 'Hunter Under Saddle']"
1985609,1985609,,0,Bay,Ira Michigan 48023,10.797260273972602,48023,17.1 hh,5,False,False,False,,,True,"['Dressage', 'Eventing', 'Foxhunter', 'Hunter Under Saddle', 'Jumping']"
2011836,2011836,,2500,Bay,Ramona California 92065,15.8,92065,16.2 hh,11,False,True,,,,True,"['Dressage', 'Eventing', 'Field Trials', 'Foxhunter', 'Trail Riding, Recreational']"
2011095,2011095,,7000,Chestnut,Warrenton Virginia 20186,3.7095890410958905,20186,14.1 hh,2,False,True,,,,True,"['Dressage', 'Driving', 'Eventing', 'Foxhunter', 'Pony Club']"
2011813,2011813,,2500,Chestnut,Mount Airy North Carolina 27030,7.041095890410959,27030,15.1 hh,5,False,False,False,,,False,"['Dressage (Prospect)', 'Eventing (Prospect)', 'Hunter Under Saddle (Prospect)']"
2011817,2011817,,15000,Bay,fredericksburg Pennsylvania 17026,11.797260273972602,17026,15.3 hh,5,False,True,,,,True,"['Champion Pedigree', 'Dressage', 'Halter', 'Hunter', 'Hunter Under Saddle']"
2011803,2011803,,13500,Black,Coatesville Pennsylvania 19320,0.7917808219178082,19320,0 Inches,2,False,False,False,,,True,"['All Around (Prospect)', 'Baroque Horse', 'Broodmare (Prospect)', 'Champion Pedigree (Prospect)', 'Dressage (Prospect)']"
2010202,2010202,,8000,Bay,Santa Fe New Mexico 87540,13.961643835616439,87540,16.0 hh,6,False,False,False,,,True,"['Dressage (Shown/Competed/Performed)', 'Eventing (Finished/Proficient)', 'Hunter (Shown/Competed/Performed)', 'Jumping (Shown/Competed/Performed)', 'Pony Club (Prospect)']"
1993441,1993441,,0,Chestnut,Fruitvale Idaho 83612,12.884931506849314,83612,16.1 hh,5,False,False,False,,,True,"['Dressage', 'English Pleasure', 'Eventing', 'Jumping', 'Natural Horsemanship Training']"
1959747,1959747,,6000,Grey,Lewisburg West Virginia 24901,3.7095890410958905,24901,15.0 hh,4,False,False,False,,,True,['Dressage']
2011778,2011778,,30000,Bay,Cocoa Beach Florida 32931,5.794520547945205,32931,16.2 hh,5,False,False,False,,,True,"['Dressage', 'Eventing', 'Hunter', 'Jumping', 'Pack Horse']"
2011781,2011781,,6500,Bay,Clark Colorado 80428,5.712328767123288,80428,16.1 hh,6,False,False,False,,,False,"['Cowhorse', 'Dressage', 'Eventing', 'Horsemanship', 'Natural Horsemanship Training']"
2011790,2011790,,3500,Bay,North Jackson Ohio 44451,1.7917808219178082,44451,16.2 hh,4,False,False,False,,,False,"['Dressage', 'Eventing', 'Foxhunter', 'Hunter', 'Jumping']"
2011795,2011795,,33000,Bay,"Rancho Santa Fe, Ca California 92067",13.884931506849314,92067,16.1 hh,5,False,False,False,,,True,['Dressage']
2009851,2009851,,4000,Grulla,Stevensville Montana 59870,15.046575342465754,59870,15.0 hh,2,False,False,False,,,True,"['Dressage (Shown/Competed/Performed)', 'English Pleasure (Shown/Competed/Performed)', 'Trail Class Competition (Shown/Competed/Performed)', 'Trail Riding, Recreational (Finished/Proficient)', 'Western Dressage (Shown/Competed/Performed)']"
2011751,2011751,,3500,Sorrel,Columbus Montana 59019,2.8767123287671232,59019,21 Inches,3,False,True,,,,True,"['All Around', 'Country English Pleasure', 'Dressage', 'English Pleasure']"
2011759,,,,,,,,,,,,,,,,
