,id,breed,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills
2017693,2017693,,0,Bay,Redmond Washington 98014,13.046575342465754,98014,0 Inches,11,False,False,False,,,False,"['Dressage', 'Eventing']"
2017668,2017668,,13000,Black,Owings Maryland 20736,6.794520547945205,20736,14.2 hh,4,False,False,False,,,True,"['All Around (In Training/Has Training)', 'Dressage (In Training/Has Training)', 'Eventing (In Training/Has Training)', 'Hunter (In Training/Has Training)', 'Pony Club (Prospect)']"
2017640,2017640,,950,Bay,Duluth Minnesota 55804,17.04931506849315,55804,15.0 hh,6,False,False,False,,,True,"['Dressage', 'Trail Riding, Recreational']"
2017626,2017626,,22500,Bay,Elverson Pennsylvania 19520,4.041095890410959,19520,15.3 hh,11,False,False,False,,,True,"['Dressage', 'English Pleasure', 'Hunter', 'Hunter Under Saddle', 'Jumping']"
2017617,2017617,,1,Grey,Petaluma California 94952,10.043835616438356,94952,14.3 hh,11,False,False,False,,,True,"['Dressage', 'Jumping', 'Trail Riding, Recreational', 'Western Dressage']"
2017613,2017613,,0,Brown,Dunstable Massachusetts 01827,11.043835616438356,1827,15.2 hh,5,False,False,False,,,False,"['Agility', 'All Around', 'Dressage', 'Hunt Seat Equitation']"
2017591,2017591,,2000,Bay,Belding Michigan 48809,15.884931506849314,48809,15.3 hh,5,False,False,False,,,True,"['Champion', 'Dressage', 'English Pleasure', 'Halter']"
2017589,2017589,,8000,Bay,Granbury Texas 76049,7.375342465753425,76049,15.2 hh,2,False,False,False,,,False,"['All Around', 'Beginner-Safe Horse', 'Dressage', 'Hunter']"
2017559,2017559,,14000,Black,Bordentown New Jersey 08505,1.6246575342465754,8505,15.2 hh,6,False,False,False,,,True,"['Dressage', 'Eventing', 'Hunt Seat Equitation', 'Hunter', 'Jumping']"
2017558,2017558,,3500,Chestnut,Heber Utah 84032,15.884931506849314,84032,16.0 hh,4,False,False,False,,,True,"['Beginner-Safe Horse (In Training/Has Training)', 'Dressage (In Training/Has Training)', 'Therapeutic Riding (In Training/Has Training)']"
2017530,2017530,,0,Bay,Rehoboth Massachusetts 02725,18.04931506849315,2725,12.3 hh,1,False,False,False,,,False,['Dressage']
2017516,2017516,,3000,Bay,Winchendon Massachusetts 01475,0.8767123287671232,1475,14.1 hh,6,False,False,False,,,False,"['Advanced Rider Recommended', 'Breeders Trust', 'Double Registered', 'Dressage', 'English Pleasure']"
2017515,2017515,,20000,Black Bay,Hemet California 92545,6.712328767123288,92545,16.0 hh,5,False,False,False,,,True,"['Dressage', 'Ridden English', 'Ridden Western', 'Stallion, Breeding', 'Trail Riding, Recreational']"
2017511,2017511,,18000,Grey,Hemet California 92545,4.712328767123288,92545,15.1 hh,5,False,False,False,,,True,"['Champion Pedigree', 'Dressage', 'Ranch Versatility', 'Trail Riding, Recreational', 'Western Dressage']"
2017510,2017510,,12500,Bay,Hemet California 92545,5.041095890410959,92545,16.0 hh,4,False,False,False,,,False,"['Dressage', 'Ridden English', 'Ridden Western', 'Trail Riding, Recreational']"
2017495,2017495,,3500,Chocolate,Hollister California 95023,21.052054794520547,95023,13.2 hh,2,False,False,False,,,True,"['All Around', 'Beginner-Safe Horse', 'Dressage', 'English Pleasure']"
2017482,2017482,,0,Bay,Chicago Illinois 60480,6.956164383561644,60480,16.0 hh,4,False,False,False,,,True,"['Advanced Rider Recommended', 'Dressage', 'Eventing', 'Jumping', 'Ridden English']"
2017480,2017480,,4000,Chestnut,La Porte Texas 77571,6.46027397260274,77571,14.3 hh,3,False,False,False,,,True,"['Dressage (In Training/Has Training)', 'Halter (In Training/Has Training)', 'Show Experience', 'Showmanship at Halter (In Training/Has Training)', 'Western Pleasure (In Training/Has Training)']"
2017476,2017476,,7500,Black Bay,Aldie Virginia 22181,17.04931506849315,22181,15.3 hh,3,False,False,False,,,False,['Dressage']
2017475,2017475,,11000,Bay,Aldie Virginia 22181,16.04931506849315,22181,16.2 hh,5,False,False,False,,,False,"['All Around', 'Dressage', 'Ridden Western', 'Rider Level: Amateur', 'Show Experience']"
2017460,2017460,,2200,Bay,Bethalto Illinois 62010,14.046575342465754,62010,15.2 hh,4,False,False,False,,,True,"['Dressage', 'Western Dressage', 'Western Pleasure']"
2017408,2017408,,0,Bay,"Elche, Alicante,  Spain Other 03296",6.794520547945205,3296,16.0 hh,4,False,False,False,,,True,"['All Around', 'Baroque Horse', 'Beginner-Safe Horse', 'Dressage', 'English Pleasure']"
2017407,2017407,,0,Grey,"Elche, Alicante,  Spain Other 03296",7.041095890410959,3296,15.3 hh,4,False,False,False,,,True,"['All Around', 'Baroque Horse', 'Beginner-Safe Horse', 'Dressage', 'English Pleasure']"
2017399,2017399,,3500,Palomino,Bakersfield California 93314,16.04931506849315,93314,14.2 hh,2,False,True,,,,False,"['4H (In Training/Has Training)', 'All Around (Finished/Proficient)', 'Beginner-Safe Horse (Finished/Proficient)', 'Dressage (In Training/Has Training)', 'Jumping (In Training/Has Training)']"
2017388,2017388,,4200,Bay,Norco California 92860,0.8767123287671232,92860,13.0 hh,3,False,False,False,,,True,"['All Around', 'Dressage', 'Parades', 'Ranch Horse Riding', 'Sporthorse']"
2017377,2017377,,11000,Bay,Crown Point Indiana 46307,10.797260273972602,46307,16.3 hh,3,False,False,False,,,True,"['Champion Pedigree (World/National Competitor)', 'Dressage (Finished/Proficient)', 'Eventing (In Training/Has Training)', 'Hunter (In Training/Has Training)', 'Jumping (In Training/Has Training)']"
2017376,2017376,,4500,Grey,Raeford North Carolina 28376,5.627397260273972,28376,16.1 hh,5,False,False,False,,,False,"['All Around', 'Dressage', 'Endurance Riding', 'English Pleasure', 'Eventing']"
2017358,2017358,,0,Bay,Glenelg Maryland 21738,8.043835616438356,21738,16.0 hh,2,False,False,False,,,False,"['Dressage (Shown/Competed/Performed)', 'Eventing (Shown/Competed/Performed)', 'Hunter Under Saddle (Shown/Competed/Performed)', 'Jumping (Shown/Competed/Performed)', 'Trail Riding, Recreational (Shown/Competed/Performed)']"
2017346,2017346,,3000,Bay,Charles City Virginia 23030,8.043835616438356,23030,16.2 hh,5,False,False,False,,,True,"['Dressage', 'Eventing', 'Foxhunter', 'Hunter', 'Jumping']"
2017320,2017320,,10000,Grey,Portland Maine 04112,11.043835616438356,4112,17.0 hh,6,False,False,False,,,True,"['Dressage', 'Husband-Safe Horse', 'No Vices', 'Trail Riding, Recreational', 'Wife-Safe Horse']"
2017258,2017258,,12000,Bay,Creston California 93432,7.712328767123288,93432,15.3 hh,4,False,False,False,,,False,"['Dressage', 'Eventing', 'Foxhunter', 'Hunter', 'Jumping']"
2017230,2017230,,0,Chestnut,Chapel Hill North Carolina 27514,12.550684931506849,27514,16.0 hh,11,False,True,False,,,True,"['Advanced Rider Recommended', 'All Around', 'Dressage (Shown/Competed/Performed)', 'Eventing (In Training/Has Training)']"
2017220,,,,,,,,,,,,,,,,
2017199,,,,,,,,,,,,,,,,
2017195,2017195,,4950,Black,Galena Missouri 65656,1.7095890410958905,65656,14.2 hh,2,False,False,False,,,True,"['All Around', 'Dressage', 'Drill Team', 'Driving', 'Endurance Riding']"
2017191,2017191,,5500,Grey,Galena Missouri 65656,2.7095890410958905,65656,15.0 hh,3,False,False,False,,,True,"['Dressage', 'English Pleasure', 'Eventing', 'Western Dressage']"
2017163,,,,,,,,,,,,,,,,
2017154,2017154,,6500,Chestnut,Lexington Kentucky 40511,4.794520547945205,40511,15.2 hh,4,False,False,False,,,True,"['Dressage', 'No Vices']"
2017149,2017149,,7000,Bay,Sedro woolley Washington 98284,11.043835616438356,98284,15.2 hh,5,False,False,False,,,True,"['All Around', 'Barrel Racing', 'Dressage', 'Intermediate Rider Recommended', 'Roping']"
2017142,2017142,,4000,Chestnut,Bluemont Virginia 20135,9.043835616438356,20135,16.3 hh,2,False,False,False,,,False,"['All Around', 'Dressage', 'Eventing', 'Foxhunter', 'Jumping']"
2017123,2017123,,1000,Chestnut,Las Vegas Nevada 89130,6.041095890410959,89130,16.3 hh,3,False,True,,,,True,"['All Around', 'Dressage', 'Eventing', 'Hunter', 'Jumping']"
2017117,,,,,,,,,,,,,,,,
2017086,2017086,,3500,Bay,Grand Junction Colorado 81501,14.717808219178082,81501,16.0 hh,4,False,False,False,,,False,"['Dressage', 'English Pleasure', 'Hunt Seat Equitation', 'Intermediate Rider Recommended', 'Jumping']"
2017085,2017085,,8000,Bay,Chesterland Ohio 44026,12.717808219178082,44026,15.3 hh,6,False,False,False,,,False,"['Dressage', 'Jumping', 'Ridden English']"
2017047,2017047,,1500,Bay,Middleburg Florida 32068,7.041095890410959,32068,17.0 hh,5,False,False,False,,,False,"['Dressage', 'Eventing', 'Hunt Seat Equitation', 'Hunter', 'Hunter Under Saddle']"
