,id,breed,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills
1981647,1981647,,45000,Chestnut,Fulton Kentucky 42041,3.8767123287671232,42041,16.1 hh,4,False,False,False,,,True,['Dressage']
1981640,1981640,,38000,Bay,Fulton Kentucky 42041,3.791780821917808,42041,16.1 hh,4,False,False,False,,,True,['Dressage']
1777700,1777700,,2000,Black,Glasgow Virginia 24555,18.04931506849315,24555,15.2 hh,3,False,False,False,,,True,"['Dressage (In Training/Has Training)', 'Eventing (In Training/Has Training)', 'Hunter (Started)', 'Pony Club (Prospect)', 'Show Experience (Shown/Competed/Performed)']"
1971803,1971803,,15000,Bay,Wrentham Massachusetts 02093,6.712328767123288,2093,15.3 hh,11,False,False,False,,,True,"['Broodmare', 'Dressage (Shown/Competed/Performed)', 'Eventing', 'Hunter', 'Jumping']"
1981523,1981523,,10000,Grey,Jerome Idaho 83338,4.041095890410959,83338,15.0 hh,3,False,False,False,,,True,"['Dressage', 'Eventing', 'Hunter', 'Jumping', 'Sporthorse']"
1981539,1981539,,100000,Buckskin,Del Dios California 92029,11.715068493150685,92029,15.2 hh,3,False,False,False,,,True,['Dressage (Money/Points Earned)']
1981532,1981532,,5000,Bay,Blaine Washington 98230,10.043835616438356,98230,16.3 hh,5,False,True,,,,False,"['Dressage', 'Eventing', 'Hunter', 'Hunter Under Saddle', 'Jumping']"
1981462,1981462,,28500,Bay,Scottsdale Arizona 85255,14.046575342465754,85255,15.3 hh,6,False,False,False,,,True,['Dressage']
1981351,1981351,,25000,Bay,Carlsbad California 92011,9.63013698630137,92011,15.0 hh,6,False,False,False,,,True,['Dressage']
1953408,1953408,,4500,Black,Ocala Florida 32686,9.043835616438356,32686,14.1 hh,5,False,True,,,,True,"['All Around', 'Broodmare', 'Dressage', 'Driving', 'Trail Riding, Recreational']"
1981410,1981410,,8000,Black,Marysville Ohio 43040,4.041095890410959,43040,14.2 hh,1,False,False,False,,,True,"['Baroque Horse', 'Dressage (Started)', 'Driving (Started)', 'English Pleasure (Started)', 'Sporthorse (Started)']"
1981376,1981376,,10000,Bay,Granby Connecticut 06035,12.046575342465754,6035,16.3 hh,1,False,False,False,,,False,"['Dressage (Finished/Proficient)', 'Foxhunter (Finished/Proficient)', 'Jumping (Finished/Proficient)', 'Schoolmaster (Finished/Proficient)', 'Trail Riding, Recreational (Finished/Proficient)']"
1893590,1893590,,25000,Bay,Coosa Georgia 30129,6.794520547945205,30129,17.0 hh,3,False,False,False,,,True,"['Dressage (In Training/Has Training)', 'Eventing (Started)', 'Jumping (Started)', 'Trail Riding, Recreational (Started)']"
1981136,1981136,,6500,Black,Granby Connecticut 06035,13.046575342465754,6035,16.1 hh,1,False,False,False,,,False,"['Beginner-Safe Horse (Finished/Proficient)', 'Dressage (In Training/Has Training)', 'Trail Riding, Recreational (Finished/Proficient)']"
1981237,1981237,,6000,Bay,billings Montana 59101,12.046575342465754,59101,16.1 hh,4,False,True,False,,,False,"['Dressage (In Training/Has Training)', 'Eventing (Shown/Competed/Performed)', 'Foxhunter (In Training/Has Training)', 'Jumping (Shown/Competed/Performed)', 'Ridden English (Shown/Competed/Performed)']"
