,id,breed,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills
2003537,,,,,,,,,,,,,,,,
2003535,,,,,,,,,,,,,,,,
2003209,2003209,,10000,Chestnut,Parker Colorado 80138,5.879452054794521,80138,17.1 hh,3,False,False,False,,,True,"['Dressage', 'Eventing', 'Foxhunter', 'Hunter', 'Jumping']"
2003528,2003528,,4800,Brown,falcon Colorado 80831,12.046575342465754,80831,16.1 hh,7,False,False,False,,,True,['Dressage']
2003524,2003524,,6500,Black,falcon Colorado 80831,15.632876712328768,80831,13.3 hh,4,False,False,False,,,True,['Dressage']
2003523,2003523,,1500,Bay,Hillsborough New Jersey 08844,8.715068493150685,8844,15.3 hh,3,False,False,False,,,False,"['4H (Started)', 'Companion Only (In Training/Has Training)', 'Dressage (In Training/Has Training)', 'Halter (Prospect)', 'Longe Line (Started)']"
2003507,,,,,,,,,,,,,,,,
2003503,2003503,,975,Palomino,Catskill New York 12414,9.043835616438356,12414,14.0 hh,3,False,False,False,,,True,"['Dressage', 'Natural Horsemanship Training', 'Ridden Western']"
2003474,2003474,,2000,Grey,Lancaster California 93534,13.046575342465754,93534,15.1 hh,6,False,False,False,,,False,"['Dressage', 'English Pleasure', 'Gymkhana', 'Horsemanship']"
2003469,2003469,,1500,Chestnut,salem Oregon 97304,7.627397260273972,97304,14.3 hh,5,False,False,False,,,False,"['Dressage', 'English Pleasure', 'Eventing', 'Hunter', 'Jumping']"
2003419,2003419,,0,Chestnut,Missoula Montana 59801,12.046575342465754,59801,16.2 hh,5,False,False,False,,,True,"['Country English Pleasure', 'Dressage', 'English Pleasure', 'Eventing', 'Hunter']"
2003395,2003395,,7000,Chestnut,Temecula California 92592,18.04931506849315,92592,16.2 hh,3,False,False,False,,,True,"['Dressage', 'Hunter', 'Jumping', 'Lesson Horse']"
2002537,2002537,,6000,Black,Ellensburg Washington 98926,5.794520547945205,98926,16.0 hh,3,False,True,,,,True,"['All Around', 'Beginner-Safe Horse', 'Country English Pleasure', 'Dressage']"
2003287,2003287,,750,Brown,Vandalia Michigan 49095,18.04931506849315,49095,15.2 hh,6,False,True,,,,False,"['Barrel Racing', 'Dressage', 'English Pleasure', 'Gymkhana']"
1974783,1974783,,20000,Bay,Gaston Oregon 97119,4.627397260273972,97119,17.1 hh,5,False,False,False,,,True,"['Dressage', 'Eventing', 'Jumping']"
2003261,2003261,,2900,White,Quakertown New Jersey 18951,11.043835616438356,18951,15.1 hh,5,False,False,False,,,False,"['All Around', 'Dressage', 'Eventing', 'Hunter', 'Jumping']"
1994988,1994988,,3250,Black,Spokane Washington 99224,3.7095890410958905,99224,16.0 hh,11,False,False,False,,,True,"['All Around', 'Country English Pleasure', 'Dressage', 'English Pleasure', 'Hunt Seat Equitation']"
2003138,2003138,,3500,Buckskin,Bridger Montana 59014,2.7095890410958905,59014,15.2 hh,3,False,False,False,,,False,"['All Around', 'Dressage', 'Ranch Versatility', 'Roping, All Around', 'Trail Riding, Recreational']"
2003141,2003141,,3500,Bay,Bridger Montana 59014,2.5424657534246577,59014,15.3 hh,5,False,False,False,,,False,"['All Around', 'Dressage', 'Eventing', 'Ranch Versatility']"
2003099,2003099,,3500,Bay,Medford Oregon 97501,2.7095890410958905,97501,15.1 hh,4,False,True,,,,True,"['Dressage', 'Hunter', 'Hunter Under Saddle', 'Western Pleasure', 'Western Riding']"
2002904,2002904,,10000,Grey,ramona California 92065,7.879452054794521,92065,16.2 hh,3,False,True,False,,,True,['Dressage']
2002895,2002895,,4500,Bay,Kintnersville Pennsylvania 18930,4.794520547945205,18930,16.0 hh,6,False,False,False,,,True,"['Dressage', 'Endurance Riding', 'English Pleasure', 'Eventing', 'Foxhunter']"
2003359,2003359,,3500,Chestnut,park city Utah 84098,13.046575342465754,84098,17.1 hh,3,False,True,,,,False,"['All Around', 'Dressage (Finished/Proficient)', 'English Pleasure', 'School', 'Show Experience']"
2003352,2003352,,2500,Chestnut,Purcellville Virginia 20132,7.041095890410959,20132,16.1 hh,1,False,False,False,,,True,"['Beginner-Safe Horse', 'Dressage', 'English Pleasure', 'Eventing', 'Foxhunter']"
2003316,2003316,,3200,Chestnut,kennewick Washington 98837,15.046575342465754,98837,16.3 hh,4,False,False,False,,,True,"['Beginner-Safe Horse', 'Dressage', 'Jumping', 'Lesson Horse', 'Mounted Police']"
2003282,2003282,,0,Bay,Temperance Michigan 48182,9.882191780821918,48182,17.0 hh,2,False,True,,,,True,"['Dressage', 'Field Trials', 'Intermediate Rider Recommended', 'Kid-Friendly Family Horse', 'Rescue Horse']"
2003256,2003256,,2000,Liver Chestnut,New Hope Pennsylvania 18938,14.046575342465754,18938,16.0 hh,4,False,False,False,,,False,"['Dressage (In Training/Has Training)', 'English Pleasure (In Training/Has Training)', 'Hunter Under Saddle (Shown/Competed/Performed)', 'Show Experience (Awards Earned)', 'Show Winner (Awards Earned)']"
2003242,2003242,,8500,Bay,Union Bridge Maryland 21791,0.7095890410958904,21791,16.0 hh,1,False,False,False,,,True,"['Dressage', 'Eventing', 'Foxhunter', 'Hunter', 'Jumping']"
2003237,2003237,,2500,Bay,Topsham Maine 04086,9.882191780821918,4086,15.2 hh,7,False,False,False,,,True,"['Dressage', 'Hunt Seat Equitation', 'Hunter Under Saddle', 'Lesson Horse']"
