,id,breed,breedStr,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,desc,gender
930854,,,,,,,,,,,,,,,,,,,
1559046,,,,,,,,,,,,,,,,,,,
1683704,,,,,,,,,,,,,,,,,,,
1738805,,,,,,,,,,,,,,,,,,,
1791928,,,,,,,,,,,,,,,,,,,
1795861,,,,,,,,,,,,,,,,,,,
1842667,,,,,,,,,,,,,,,,,,,
1849884,,,,,,,,,,,,,,,,,,,
1854855,,,,,,,,,,,,,,,,,,,
1856970,,,,,,,,,,,,,,,,,,,
1880099,,,,,,,,,,,,,,,,,,,
1888896,,,,,,,,,,,,,,,,,,,
1900423,,,,,,,,,,,,,,,,,,,
1900612,,,,,,,,,,,,,,,,,,,
1906574,,,,,,,,,,,,,,,,,,,
1907613,,,,,,,,,,,,,,,,,,,
1911531,,,,,,,,,,,,,,,,,,,
1915031,,,,,,,,,,,,,,,,,,,
1916965,,,,,,,,,,,,,,,,,,,
1916967,,,,,,,,,,,,,,,,,,,
1927049,,,,,,,,,,,,,,,,,,,
1927782,,,,,,,,,,,,,,,,,,,
1928862,,,,,,,,,,,,,,,,,,,
1928957,,,,,,,,,,,,,,,,,,,
1930982,,,,,,,,,,,,,,,,,,,
1931641,,,,,,,,,,,,,,,,,,,
1934913,,,,,,,,,,,,,,,,,,,
1935162,,,,,,,,,,,,,,,,,,,
1936205,,,,,,,,,,,,,,,,,,,
1936543,,,,,,,,,,,,,,,,,,,
1936937,,,,,,,,,,,,,,,,,,,
1937220,,,,,,,,,,,,,,,,,,,
1937386,,,,,,,,,,,,,,,,,,,
1938289,,,,,,,,,,,,,,,,,,,
1938402,,,,,,,,,,,,,,,,,,,
1940476,,,,,,,,,,,,,,,,,,,
1941249,,,,,,,,,,,,,,,,,,,
1941598,,,,,,,,,,,,,,,,,,,
1944927,,,,,,,,,,,,,,,,,,,
1945010,,,,,,,,,,,,,,,,,,,
1947412,,,,,,,,,,,,,,,,,,,
1947844,,,,,,,,,,,,,,,,,,,
1948378,,,,,,,,,,,,,,,,,,,
1949757,,,,,,,,,,,,,,,,,,,
1949875,,,,,,,,,,,,,,,,,,,
1951238,,,,,,,,,,,,,,,,,,,
1951956,,,,,,,,,,,,,,,,,,,
1954187,,,,,,,,,,,,,,,,,,,
1954810,,,,,,,,,,,,,,,,,,,
1955148,,,,,,,,,,,,,,,,,,,
1955160,,,,,,,,,,,,,,,,,,,
1955201,,,,,,,,,,,,,,,,,,,
1955364,,,,,,,,,,,,,,,,,,,
1955410,,,,,,,,,,,,,,,,,,,
1955824,,,,,,,,,,,,,,,,,,,
1956194,,,,,,,,,,,,,,,,,,,
1956807,,,,,,,,,,,,,,,,,,,
1956870,,,,,,,,,,,,,,,,,,,
1957284,,,,,,,,,,,,,,,,,,,
1957516,,,,,,,,,,,,,,,,,,,
1957532,,,,,,,,,,,,,,,,,,,
1957959,,,,,,,,,,,,,,,,,,,
1958200,,,,,,,,,,,,,,,,,,,
1959049,,,,,,,,,,,,,,,,,,,
1959816,,,,,,,,,,,,,,,,,,,
1960160,,,,,,,,,,,,,,,,,,,
1960270,,,,,,,,,,,,,,,,,,,
1960848,,,,,,,,,,,,,,,,,,,
1961009,,,,,,,,,,,,,,,,,,,
1961272,,,,,,,,,,,,,,,,,,,
1961532,,,,,,,,,,,,,,,,,,,
1962844,,,,,,,,,,,,,,,,,,,
1963108,,,,,,,,,,,,,,,,,,,
1963301,,,,,,,,,,,,,,,,,,,
1963533,,,,,,,,,,,,,,,,,,,
1963892,,,,,,,,,,,,,,,,,,,
1964050,,,,,,,,,,,,,,,,,,,
1965221,,,,,,,,,,,,,,,,,,,
1965405,,,,,,,,,,,,,,,,,,,
1966171,,,,,,,,,,,,,,,,,,,
1966710,,,,,,,,,,,,,,,,,,,
1967988,,,,,,,,,,,,,,,,,,,
1968800,,,,,,,,,,,,,,,,,,,
1968851,,,,,,,,,,,,,,,,,,,
1969146,,,,,,,,,,,,,,,,,,,
1969207,,,,,,,,,,,,,,,,,,,
1969259,,,,,,,,,,,,,,,,,,,
1969397,,,,,,,,,,,,,,,,,,,
1969446,,,,,,,,,,,,,,,,,,,
1969575,,,,,,,,,,,,,,,,,,,
1969772,,,,,,,,,,,,,,,,,,,
1969775,,,,,,,,,,,,,,,,,,,
1969890,,,,,,,,,,,,,,,,,,,
1970098,,,,,,,,,,,,,,,,,,,
1970190,,,,,,,,,,,,,,,,,,,
1970254,,,,,,,,,,,,,,,,,,,
1970257,,,,,,,,,,,,,,,,,,,
1970992,,,,,,,,,,,,,,,,,,,
1971061,,,,,,,,,,,,,,,,,,,
1972012,,,,,,,,,,,,,,,,,,,
1972423,,,,,,,,,,,,,,,,,,,
1972431,,,,,,,,,,,,,,,,,,,
1972646,,,,,,,,,,,,,,,,,,,
1972821,,,,,,,,,,,,,,,,,,,
1973205,,,,,,,,,,,,,,,,,,,
1973305,,,,,,,,,,,,,,,,,,,
1973649,,,,,,,,,,,,,,,,,,,
1973818,,,,,,,,,,,,,,,,,,,
1973951,,,,,,,,,,,,,,,,,,,
1975018,,,,,,,,,,,,,,,,,,,
1975079,,,,,,,,,,,,,,,,,,,
1975284,,,,,,,,,,,,,,,,,,,
1975374,,,,,,,,,,,,,,,,,,,
1975508,,,,,,,,,,,,,,,,,,,
1975740,,,,,,,,,,,,,,,,,,,
1975904,,,,,,,,,,,,,,,,,,,
1975924,,,,,,,,,,,,,,,,,,,
1976004,,,,,,,,,,,,,,,,,,,
1976039,,,,,,,,,,,,,,,,,,,
1976235,,,,,,,,,,,,,,,,,,,
1976254,,,,,,,,,,,,,,,,,,,
1976275,,,,,,,,,,,,,,,,,,,
1976478,,,,,,,,,,,,,,,,,,,
1976489,,,,,,,,,,,,,,,,,,,
1976496,,,,,,,,,,,,,,,,,,,
1976580,,,,,,,,,,,,,,,,,,,
1976581,,,,,,,,,,,,,,,,,,,
1976701,,,,,,,,,,,,,,,,,,,
1976721,,,,,,,,,,,,,,,,,,,
1977195,,,,,,,,,,,,,,,,,,,
1977341,,,,,,,,,,,,,,,,,,,
1977380,,,,,,,,,,,,,,,,,,,
1977601,,,,,,,,,,,,,,,,,,,
1977671,,,,,,,,,,,,,,,,,,,
1977673,,,,,,,,,,,,,,,,,,,
1977676,,,,,,,,,,,,,,,,,,,
1978033,,,,,,,,,,,,,,,,,,,
1978116,,,,,,,,,,,,,,,,,,,
1978172,,,,,,,,,,,,,,,,,,,
1978239,,,,,,,,,,,,,,,,,,,
1978451,,,,,,,,,,,,,,,,,,,
1978525,,,,,,,,,,,,,,,,,,,
1978610,,,,,,,,,,,,,,,,,,,
1978969,,,,,,,,,,,,,,,,,,,
1979098,,,,,,,,,,,,,,,,,,,
1979099,,,,,,,,,,,,,,,,,,,
1979103,,,,,,,,,,,,,,,,,,,
1979113,,,,,,,,,,,,,,,,,,,
1979310,,,,,,,,,,,,,,,,,,,
1979325,,,,,,,,,,,,,,,,,,,
1979473,,,,,,,,,,,,,,,,,,,
1979532,,,,,,,,,,,,,,,,,,,
1979554,,,,,,,,,,,,,,,,,,,
1979720,,,,,,,,,,,,,,,,,,,
1979819,,,,,,,,,,,,,,,,,,,
1979880,,,,,,,,,,,,,,,,,,,
1980201,,,,,,,,,,,,,,,,,,,
1980246,,,,,,,,,,,,,,,,,,,
1980500,,,,,,,,,,,,,,,,,,,
1980616,,,,,,,,,,,,,,,,,,,
1980621,,,,,,,,,,,,,,,,,,,
1980695,,,,,,,,,,,,,,,,,,,
1980788,,,,,,,,,,,,,,,,,,,
1980793,,,,,,,,,,,,,,,,,,,
1980920,,,,,,,,,,,,,,,,,,,
1980982,,,,,,,,,,,,,,,,,,,
1981018,,,,,,,,,,,,,,,,,,,
1981060,,,,,,,,,,,,,,,,,,,
1981096,,,,,,,,,,,,,,,,,,,
1981197,,,,,,,,,,,,,,,,,,,
1981254,,,,,,,,,,,,,,,,,,,
1981304,,,,,,,,,,,,,,,,,,,
1981347,,,,,,,,,,,,,,,,,,,
1981381,,,,,,,,,,,,,,,,,,,
1981415,,,,,,,,,,,,,,,,,,,
1981463,,,,,,,,,,,,,,,,,,,
1981607,,,,,,,,,,,,,,,,,,,
1981752,,,,,,,,,,,,,,,,,,,
1981789,,,,,,,,,,,,,,,,,,,
1981793,,,,,,,,,,,,,,,,,,,
1982021,,,,,,,,,,,,,,,,,,,
1982119,,,,,,,,,,,,,,,,,,,
1982161,,,,,,,,,,,,,,,,,,,
1982163,,,,,,,,,,,,,,,,,,,
1982254,,,,,,,,,,,,,,,,,,,
1982374,,,,,,,,,,,,,,,,,,,
1982377,,,,,,,,,,,,,,,,,,,
1982587,,,,,,,,,,,,,,,,,,,
1982620,,,,,,,,,,,,,,,,,,,
1982646,,,,,,,,,,,,,,,,,,,
1982713,,,,,,,,,,,,,,,,,,,
1982879,,,,,,,,,,,,,,,,,,,
1982907,,,,,,,,,,,,,,,,,,,
1982932,,,,,,,,,,,,,,,,,,,
1982942,,,,,,,,,,,,,,,,,,,
1982966,,,,,,,,,,,,,,,,,,,
