,id,breed,price,color,age,zip,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,gender,inches,lnprice
2560,2001025,Percheron,9000,Black Bay,11.054794520547945,33525,2,False,True,,,,True,,Mare,64.0,9.10497985632
2561,2001007,Thoroughbred,5000,Black Bay,16.06027397260274,30252,3,False,False,False,,,True,,Gelding,65.0,8.51719319142
2562,1998946,Dutch Warmblood,12500,Bay,16.898630136986302,98642,6,False,False,False,,,True,,Mare,67.0,9.43348392329
2563,2000994,Dutch Warmblood,2000,Bay,18.731506849315068,83327,4,False,True,False,,,True,,Gelding,67.0,7.60090245954
2564,1975192,Arabian Pinto,1200,Chestnut,17.731506849315068,49404,2,False,True,False,,,True,,Mare,60.0,7.09007683578
2565,2000979,APHA Paint,4000,Chestnut,7.8054794520547945,22835,3,False,True,,,,True,,Gelding,64.0,8.2940496401
2566,2001243,Thoroughbred,3500,Bay,10.054794520547945,21620,5,False,False,False,,,False,,Mare,58.0,8.16051824748
2567,2001223,Dutch Warmblood,3500,Bay,3.0493150684931507,0,5,False,False,False,,,False,,Mare,58.0,8.16051824748
2568,2001221,Dutch Warmblood,3500,Bay,2.802739726027397,0,5,False,False,False,,,False,,Mare,60.0,8.16051824748
2569,2000869,Thoroughbred,5000,Black Bay,16.06027397260274,49446,4,False,True,,,,False,,Mare,66.0,8.51719319142
2570,2000875,Pinto,7500,Bay,12.057534246575342,94305,4,False,True,,,,False,,Gelding,61.0,8.92265829952
2571,2000862,Thoroughbred,5000,Grey,1.6356164383561644,20837,11,False,False,False,,,False,,Mare,60.0,8.51719319142
2572,2000866,Dutch Warmblood,35000,Bay,12.057534246575342,28105,3,False,False,False,,,False,Dressage,Gelding,65.0,10.4631033405
2573,2000847,Hanoverian,8500,Bay,0.6356164383561644,48439,11,False,False,False,,,True,,Stallion,,9.04782144248
2574,2001193,Unknown,2500,Chestnut,8.64109589041096,98290,7,False,False,False,,,True,,Gelding,63.0,7.82404601086
2575,2001183,AQHA Quarter Horse Appendix,2000,Chestnut,14.057534246575342,20132,3,False,True,False,,,False,,Mare,63.0,7.60090245954
2576,2001181,Unknown,6500,Chestnut,5.052054794520548,93460,11,False,False,False,,,True,,Gelding,,8.77955745588
2577,2001180,Thoroughbred,15000,Grey,8.054794520547945,93460,11,False,False,False,,,True,,Mare,,9.61580548008
2578,2001179,Andalusian,15000,Grey,8.054794520547945,93460,11,False,True,,,,False,,Gelding,,9.61580548008
2579,2001178,Thoroughbred,4000,Grey,5.052054794520548,46952,3,False,True,,,,False,,Gelding,66.0,8.2940496401
2580,2001174,Thoroughbred,7000,Bay,6.052054794520548,46065,5,False,False,False,,,False,Dressage,Mare,64.0,8.85366542804
2581,2001156,Tennessee Walking Horse,5500,Black,8.054794520547945,76705,3,False,False,False,,,True,,Mare,60.0,8.61250337122
2582,2001102,Thoroughbred,3500,Black,10.054794520547945,48462,3,False,False,False,,,True,,Gelding,67.0,8.16051824748
2583,1995688,Dutch Warmblood,20000,Bay,13.728767123287671,72210,5,False,False,False,,,True,,Gelding,64.0,9.90348755254
2584,2001091,Thoroughbred,2800,Bay,9.893150684931507,17408,5,False,False,False,,,True,,Mare,63.0,7.93737469616
2585,2000653,Hanoverian,32000,Grey,10.64109589041096,92028,4,False,True,False,,,True,,Gelding,66.0,10.3734911818
2586,2000655,Friesian,20000,Black,13.057534246575342,28079,3,False,True,,,,True,,Mare,65.0,9.90348755254
2587,2000609,Curly Horse,5000,Grey,8.054794520547945,41042,4,False,False,False,,,False,,Mare,63.0,8.51719319142
2588,2000840,AQHA Quarter Horse Appendix,10000,Grey,9.054794520547945,59101,4,False,True,False,,,True,,Gelding,67.0,9.21034037198
2589,1998466,Haflinger,3000,Chestnut,13.895890410958904,43402,1,False,True,False,,,True,,Mare,60.0,8.00636756765
2590,2001075,Pony,2000,Grey,11.054794520547945,92549,5,False,False,False,,,False,,Mare,53.0,7.60090245954
2591,2001061,AQHA Quarter Horse,3500,Black,8.054794520547945,8723,5,False,True,,,,False,,Gelding,61.0,8.16051824748
2592,2000798,Unknown,12000,Black Bay,8.726027397260275,83404,2,False,False,False,,,True,,Mare,62.0,9.39266192877
2593,2000783,German Riding Pony,3500,Chestnut,7.052054794520548,75476,4,False,False,False,,,False,,Gelding,56.0,8.16051824748
2594,2000103,Welsh Cob,12000,Bay,8.558904109589042,6068,4,False,False,False,,,True,,Mare,56.0,9.39266192877
2595,2000779,Thoroughbred,25000,Bay,9.808219178082192,20132,5,False,False,False,,,True,,Gelding,68.0,10.1266311039
2596,2000770,Unknown,2500,Bay,19.97808219178082,97317,5,False,False,False,,,True,,Mare,61.0,7.82404601086
2597,2000744,Unknown,5400,Grey,8.726027397260275,56601,4,False,True,False,,,True,,Gelding,60.0,8.59415423255
2598,2000745,Missouri Fox Trotter Horse,8500,Sorrel,6.052054794520548,34241,3,False,False,False,,,True,,Gelding,58.0,9.04782144248
2599,2000746,Missouri Fox Trotter Horse,4500,Sorrel,6.052054794520548,34241,3,False,True,,,,True,,Mare,58.0,8.41183267576
2600,2000747,APHA Paint,2500,White,8.726027397260275,48463,4,False,True,,,,True,,Gelding,63.0,7.82404601086
2601,2000978,Thoroughbred,7500,Grey,8.054794520547945,48895,6,False,False,False,,,False,,Gelding,65.0,8.92265829952
2602,2000971,Dutch Warmblood,25000,Chestnut,0.6356164383561644,98273,2,False,True,,,,True,Dressage,Mare,44.0,10.1266311039
2603,2000963,Thoroughbred,1500,Grey,9.808219178082192,46113,5,False,True,False,,,True,,Gelding,65.0,7.31322038709
2604,1995238,Oldenburg,20000,Chestnut,9.054794520547945,28173,4,False,True,False,,,True,,Mare,66.0,9.90348755254
2605,2000928,Oldenburg,30000,Bay,10.054794520547945,45242,5,False,False,False,,,True,,Gelding,72.0,10.3089526606
2606,2000915,Thoroughbred,2500,Black Bay,10.96986301369863,97741,4,False,False,False,,,True,,Mare,66.0,7.82404601086
2607,2000883,Canadian Warmblood,10500,Bay,12.728767123287671,84074,6,False,False,False,,,True,,Mare,64.0,9.25913053615
2608,2000827,Thoroughbred,3000,Bay,7.052054794520548,0,11,False,False,False,,,False,,Gelding,60.0,8.00636756765
2609,2000815,Thoroughbred,2000,Bay,13.057534246575342,61356,11,False,True,,,,True,,Mare,67.0,7.60090245954
