,id,breed,breedStr,price,color,location,age,zip,height,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,desc,gender
145208,,,,,,,,,,,,,,,,,,,
930854,,,,,,,,,,,,,,,,,,,
1043194,,,,,,,,,,,,,,,,,,,
1073812,,,,,,,,,,,,,,,,,,,
1109023,,,,,,,,,,,,,,,,,,,
1180263,,,,,,,,,,,,,,,,,,,
1390040,,,,,,,,,,,,,,,,,,,
1458843,,,,,,,,,,,,,,,,,,,
1502154,,,,,,,,,,,,,,,,,,,
1589250,,,,,,,,,,,,,,,,,,,
1624730,,,,,,,,,,,,,,,,,,,
1625839,,,,,,,,,,,,,,,,,,,
1666977,,,,,,,,,,,,,,,,,,,
1667277,,,,,,,,,,,,,,,,,,,
1691866,,,,,,,,,,,,,,,,,,,
1708954,,,,,,,,,,,,,,,,,,,
1712669,,,,,,,,,,,,,,,,,,,
1724502,,,,,,,,,,,,,,,,,,,
1730164,,,,,,,,,,,,,,,,,,,
1740412,,,,,,,,,,,,,,,,,,,
1741788,,,,,,,,,,,,,,,,,,,
1742251,,,,,,,,,,,,,,,,,,,
1745769,,,,,,,,,,,,,,,,,,,
1760911,,,,,,,,,,,,,,,,,,,
1763030,,,,,,,,,,,,,,,,,,,
1763038,,,,,,,,,,,,,,,,,,,
1763062,,,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,,,
1765895,,,,,,,,,,,,,,,,,,,
1774024,,,,,,,,,,,,,,,,,,,
1784187,,,,,,,,,,,,,,,,,,,
1789764,,,,,,,,,,,,,,,,,,,
1791856,,,,,,,,,,,,,,,,,,,
1794868,,,,,,,,,,,,,,,,,,,
1795861,,,,,,,,,,,,,,,,,,,
1796701,,,,,,,,,,,,,,,,,,,
1799411,,,,,,,,,,,,,,,,,,,
1799412,,,,,,,,,,,,,,,,,,,
1808548,,,,,,,,,,,,,,,,,,,
1814171,,,,,,,,,,,,,,,,,,,
1814172,,,,,,,,,,,,,,,,,,,
1822439,,,,,,,,,,,,,,,,,,,
1824985,,,,,,,,,,,,,,,,,,,
1838245,,,,,,,,,,,,,,,,,,,
1838312,,,,,,,,,,,,,,,,,,,
1839041,,,,,,,,,,,,,,,,,,,
1839145,,,,,,,,,,,,,,,,,,,
1842667,,,,,,,,,,,,,,,,,,,
1843849,,,,,,,,,,,,,,,,,,,
1843850,,,,,,,,,,,,,,,,,,,
1845119,,,,,,,,,,,,,,,,,,,
1845757,,,,,,,,,,,,,,,,,,,
1846953,,,,,,,,,,,,,,,,,,,
1848251,,,,,,,,,,,,,,,,,,,
1849884,,,,,,,,,,,,,,,,,,,
1857965,,,,,,,,,,,,,,,,,,,
1863891,,,,,,,,,,,,,,,,,,,
1865323,,,,,,,,,,,,,,,,,,,
1865327,,,,,,,,,,,,,,,,,,,
1865332,,,,,,,,,,,,,,,,,,,
1870230,,,,,,,,,,,,,,,,,,,
1870581,,,,,,,,,,,,,,,,,,,
1870601,,,,,,,,,,,,,,,,,,,
1870602,,,,,,,,,,,,,,,,,,,
1871629,,,,,,,,,,,,,,,,,,,
1873521,,,,,,,,,,,,,,,,,,,
1874254,,,,,,,,,,,,,,,,,,,
1874262,,,,,,,,,,,,,,,,,,,
1880099,,,,,,,,,,,,,,,,,,,
1882809,,,,,,,,,,,,,,,,,,,
1883573,,,,,,,,,,,,,,,,,,,
1883963,,,,,,,,,,,,,,,,,,,
1884078,,,,,,,,,,,,,,,,,,,
1886194,,,,,,,,,,,,,,,,,,,
1887346,,,,,,,,,,,,,,,,,,,
1888672,,,,,,,,,,,,,,,,,,,
1888953,,,,,,,,,,,,,,,,,,,
1889122,,,,,,,,,,,,,,,,,,,
1892895,,,,,,,,,,,,,,,,,,,
1893590,,,,,,,,,,,,,,,,,,,
1894032,,,,,,,,,,,,,,,,,,,
1897150,,,,,,,,,,,,,,,,,,,
1898144,,,,,,,,,,,,,,,,,,,
1901121,,,,,,,,,,,,,,,,,,,
1901634,,,,,,,,,,,,,,,,,,,
1907379,,,,,,,,,,,,,,,,,,,
1908701,,,,,,,,,,,,,,,,,,,
1908954,,,,,,,,,,,,,,,,,,,
1910742,,,,,,,,,,,,,,,,,,,
1911531,,,,,,,,,,,,,,,,,,,
1911532,,,,,,,,,,,,,,,,,,,
1913032,,,,,,,,,,,,,,,,,,,
1913036,,,,,,,,,,,,,,,,,,,
1914730,,,,,,,,,,,,,,,,,,,
1916213,,,,,,,,,,,,,,,,,,,
1916697,,,,,,,,,,,,,,,,,,,
1916803,,,,,,,,,,,,,,,,,,,
1916965,,,,,,,,,,,,,,,,,,,
1916966,,,,,,,,,,,,,,,,,,,
1916967,,,,,,,,,,,,,,,,,,,
1920814,,,,,,,,,,,,,,,,,,,
1920905,,,,,,,,,,,,,,,,,,,
1925135,,,,,,,,,,,,,,,,,,,
1925873,,,,,,,,,,,,,,,,,,,
1928421,,,,,,,,,,,,,,,,,,,
1929042,,,,,,,,,,,,,,,,,,,
1929318,,,,,,,,,,,,,,,,,,,
1929732,,,,,,,,,,,,,,,,,,,
1930645,,,,,,,,,,,,,,,,,,,
1930852,,,,,,,,,,,,,,,,,,,
1930859,,,,,,,,,,,,,,,,,,,
1931305,,,,,,,,,,,,,,,,,,,
1931641,,,,,,,,,,,,,,,,,,,
1931941,,,,,,,,,,,,,,,,,,,
1932014,,,,,,,,,,,,,,,,,,,
1932061,,,,,,,,,,,,,,,,,,,
1932086,,,,,,,,,,,,,,,,,,,
1934540,,,,,,,,,,,,,,,,,,,
1934643,,,,,,,,,,,,,,,,,,,
